GeneID,GSM8245471,GSM8245473,GSM8245474,GSM8245475,GSM8245476,GSM8245477,GSM8245478
57412,24,10,27,59,23,21,34
107984265,4,0,2,4,1,3,4
54805,391,167,286,626,390,502,413
22978,704,418,642,1278,646,1112,715
729020,2,3,4,7,4,10,1
9118,1,1,4,1,1,0,3
84108,76,30,76,135,96,60,87
6877,68,95,70,126,72,76,51
84833,120,151,133,268,146,127,138
100302174,2,7,3,15,8,3,7
22984,489,572,366,1240,856,1207,882
51063,170,20,112,130,333,94,146
255022,3,0,1,2,2,5,0
119395,1,2,0,1,1,1,0
102724341,0,0,0,0,0,0,0
9148,41,17,30,359,62,38,71
9644,2142,832,3811,4589,3878,2842,4621
100505839,16,71,17,113,19,52,35
79991,164,154,117,305,121,199,199
102724351,2,4,0,5,1,11,4
9748,1519,1113,1800,2809,2185,2390,2183
1308,433,590,351,1120,60,2959,210
100126326,7,12,7,23,1,72,7
119392,51,44,51,134,69,60,141
80217,19,7,28,34,31,27,86
693194,0,0,0,2,0,0,0
9446,191,183,397,761,466,291,656
119391,43,252,82,319,176,172,254
100616323,0,1,4,4,1,2,1
85450,639,75,932,1214,2652,585,5899
101927472,43,1,20,65,134,48,419
159686,11,5,13,20,24,43,63
100505869,9,0,2,8,19,13,29
101927523,0,0,0,0,0,0,0
105378464,0,1,0,0,0,0,0
22986,7,1,12,4,0,11,1
100505890,0,0,0,0,0,2,0
105378465,0,0,0,0,0,1,0
105378466,0,0,0,0,0,3,0
105378467,0,0,0,0,0,0,0
107984266,0,2,0,0,1,0,0
101927549,2,0,1,0,1,2,0
105378468,2,0,3,20,4,0,1
105378469,5,1,33,59,45,8,0
105378470,7,0,10,25,22,6,3
102724439,1,0,0,0,0,2,0
105378472,0,0,0,0,0,0,0
114815,21,1,13,13,2,12,0
105378473,2,0,2,6,0,5,0
105378475,0,0,0,0,0,1,0
105378474,0,0,0,0,0,1,0
101927573,1,0,2,2,0,4,1
103695365,0,0,0,1,0,0,0
105378476,0,0,0,0,0,1,0
105378477,2,0,1,0,1,0,1
105378478,0,0,0,0,0,0,0
107984182,0,0,0,0,0,1,0
7511,496,422,473,1041,622,957,1127
100505933,27,36,19,44,26,37,28
120,1590,1407,1135,1949,1350,1610,1355
105378479,1,0,2,4,1,2,2
4601,330,80,244,436,430,429,529
105378480,7,2,3,8,12,44,54
10285,341,160,354,485,428,331,354
105378482,2,1,0,1,1,1,2
105378481,3,1,2,10,6,11,32
1847,669,90,556,818,2635,1114,2436
105378483,0,1,0,0,1,0,1
9126,678,499,572,802,633,874,604
282996,38,40,20,55,19,16,66
112268066,12,12,10,49,4,8,21
282997,18,3,22,13,7,15,16
27250,1390,666,1234,1401,1279,757,1165
100616113,22,16,22,27,26,11,22
92482,246,87,237,285,201,109,153
8036,854,264,887,1056,1029,697,902
644511,16,9,14,35,20,24,26
100313921,11,4,8,9,9,5,12
150,63,9,65,84,23,61,130
113633881,1,0,0,2,0,0,0
105378484,2,0,0,0,0,1,5
105378485,4,1,0,10,1,2,33
105378486,0,0,0,9,0,4,2
107984268,0,0,1,10,0,7,0
57678,650,129,87,916,83,368,50
101927600,2,0,0,25,0,2,0
6975,0,1,1,4,0,3,0
102466189,0,0,0,0,0,0,0
102465427,0,0,0,0,0,0,0
390003,0,0,0,2,0,5,1
51703,478,436,317,1602,310,2066,240
64429,421,279,312,696,388,624,435
143187,383,261,225,544,353,565,486
100422909,6,1,2,2,4,4,1
105378487,35,15,13,65,29,40,44
112268058,51,38,25,119,54,89,84
103344931,89,55,56,111,68,131,141
107984158,5,8,3,19,10,12,16
6934,418,341,245,1131,236,1031,653
106635520,12,17,9,77,11,68,52
105378489,2,1,1,4,0,4,2
105378490,0,1,1,4,2,6,3
107984269,1,1,5,4,2,6,0
107984270,33,27,45,30,27,11,8
3026,0,22,0,693,0,3,1
4892,1,6,0,1112,0,8,4
840,222,174,149,687,186,377,406
79949,31,105,26,409,10,241,32
100616162,0,4,0,3,0,4,0
9937,85,63,56,198,52,125,40
107984271,0,1,1,3,0,3,0
374354,968,441,575,1369,669,960,655
105378492,0,0,0,0,0,2,0
105378493,0,0,0,2,0,3,0
153,44,0,3,40,2,7,0
55088,690,286,652,1138,679,1036,846
100302224,12,5,15,23,12,22,27
56165,3,3,4,10,2,7,2
340706,82,20,48,146,33,308,154
84632,174,37,146,271,286,199,839
105378494,4,3,2,8,9,5,13
3983,2026,2236,1022,4818,998,2000,3764
101927692,17,4,15,23,21,21,4
57700,591,209,718,853,635,467,769
142940,165,123,125,309,119,176,141
102724589,0,0,0,0,0,1,0
107984272,0,0,0,8,0,1,0
105378496,0,0,0,2,0,1,0
26033,61,105,42,270,18,21,225
105378497,3,3,0,14,0,3,20
2674,589,13,106,575,27,39,55
109623470,0,0,1,1,0,0,0
107984273,1,0,0,1,0,5,0
374355,0,0,0,1,0,1,0
119548,0,0,0,1,0,5,0
5406,0,0,1,0,0,1,0
5407,0,0,0,1,0,4,0
5408,1,1,0,0,0,6,0
143379,3,0,2,1,2,3,1
105378499,23,8,27,7,24,5,41
259217,284,98,369,159,448,107,629
105378498,1,0,0,0,1,2,2
113218494,2,0,3,2,0,4,1
387712,59,67,89,165,69,144,149
57698,439,598,628,1229,659,1412,1430
11023,0,0,1,0,0,11,1
101927704,1,0,0,0,0,3,0
100500893,0,0,0,0,0,0,0
338567,0,0,0,0,0,0,0
105378500,0,1,3,0,0,0,1
6571,76,67,96,185,108,97,74
118987,702,770,897,1979,1079,1437,900
105378502,0,1,0,0,0,0,0
196047,24,24,28,87,22,27,267
2018,2,6,5,16,9,7,177
107984274,0,0,0,0,0,4,4
102724627,0,0,0,1,0,2,6
105378504,0,0,0,0,0,5,1
22841,483,422,516,496,487,243,520
255082,10,20,13,25,13,27,31
101927760,0,0,0,0,0,5,0
63877,414,244,371,570,359,398,343
100506126,0,0,0,1,0,2,1
105378507,0,0,0,0,0,0,0
2834,0,0,1,2,0,8,0
143384,758,504,853,1307,1128,717,1485
107987151,1,0,1,1,5,1,0
340719,15,1,37,38,31,7,38
8661,2949,2046,2563,5161,4834,4094,4011
641451,7,5,10,24,15,8,12
404636,139,91,132,237,151,162,166
119559,126,159,72,388,100,333,172
10935,407,513,433,836,489,246,553
2869,293,95,87,314,255,199,268
101927868,78,29,36,107,45,53,73
105378511,23,6,6,22,16,17,22
100616398,3,0,1,6,0,4,5
6001,144,34,182,141,294,42,164
7073,681,550,759,1117,808,807,776
105378512,25,20,26,41,31,39,44
9531,238,96,234,596,513,288,869
22876,333,114,375,482,354,350,437
105378513,21,4,14,19,12,18,16
79892,486,320,585,952,784,477,599
11196,498,540,518,1160,713,867,821
100616322,0,0,0,1,2,0,0
105378515,0,0,0,0,0,1,0
196051,38,0,217,254,139,161,567
404216,2,0,12,12,5,5,33
105378516,10,0,25,33,29,42,121
283089,9,1,4,8,0,6,15
55717,649,335,636,942,631,728,904
105378519,17,5,15,24,23,26,23
105378518,0,0,0,0,0,8,0
105378520,5,0,1,1,1,28,8
105378521,1,0,1,2,1,4,1
105378522,0,1,0,0,0,1,1
101927889,0,0,0,2,1,2,0
105378523,0,0,0,1,0,1,0
2263,126,11,594,652,673,387,1166
107984183,0,0,0,1,0,0,0
11101,426,273,340,834,420,572,418
100130887,10,1,4,12,9,3,4
54780,245,163,152,382,167,292,150
10579,369,641,207,1420,335,1301,946
118663,13,17,6,23,11,14,18
59338,613,318,718,1438,474,1059,1062
100500866,4,1,1,10,1,13,2
105378525,4,4,2,5,4,12,4
387715,0,1,0,1,2,3,0
5654,943,772,3070,1480,3678,417,3313
105378526,57,23,85,96,72,46,233
1755,17,511,6,415,8,3649,804
112577516,0,0,0,0,0,0,0
399814,0,0,0,0,0,0,0
375940,0,0,0,0,1,1,0
100533195,8,5,5,19,2,29,8
50624,2,1,3,11,0,13,4
196792,15,15,11,21,8,44,10
399815,15,10,2,32,4,28,1
118670,0,0,0,0,0,0,0
80007,111,69,89,198,81,142,99
118672,19,11,31,30,12,17,12
64376,350,132,304,406,237,290,223
36,247,37,162,1471,167,154,159
340784,6,14,0,1,2,24,0
3167,0,1,0,0,0,1,0
9184,449,554,481,858,536,693,545
107984275,37,40,28,44,31,45,18
105378531,37,12,10,23,19,53,24
105378530,0,0,0,1,1,0,0
2849,3,5,2,3,0,11,3
105378532,6,5,1,6,1,7,0
119587,171,352,144,319,108,43,78
105378533,14,1,0,4,2,5,2
105378534,0,0,0,0,0,1,1
107984128,33,4,11,16,40,27,60
107984276,7,0,1,2,9,5,9
51363,909,64,661,881,1924,680,1611
105378536,28,1,5,6,45,38,1
107984184,0,1,0,0,0,107,1
4942,402,633,790,742,830,360,902
390010,0,0,0,0,0,0,0
64077,117,63,81,222,133,136,196
105378539,161,56,102,168,253,149,223
9679,539,270,464,783,989,629,844
101927944,40,19,41,71,63,52,63
399818,209,141,224,277,208,268,231
23172,147,109,148,274,172,150,174
107984160,4,1,8,15,2,7,3
54764,662,270,739,1006,978,478,803
1488,702,931,697,1569,1057,1703,1296
100423041,11,15,3,11,6,32,10
105378541,0,0,0,0,0,1,1
105378542,0,0,0,0,0,1,0
105378543,0,0,0,0,0,1,0
105378544,0,0,0,0,0,0,0
105378545,0,0,0,1,0,0,0
105378547,0,0,0,0,0,1,0
100169752,0,0,0,0,0,0,0
387718,0,1,0,0,0,1,0
102724793,0,0,0,0,0,1,0
283038,3,3,3,6,0,8,2
107984277,1,0,1,0,0,5,1
399821,4,4,5,12,2,9,1
26098,325,212,288,520,238,391,237
101927983,24,16,22,37,20,33,16
118856,5,5,2,10,3,4,0
7390,175,97,149,356,205,206,230
100616327,1,0,1,2,2,3,0
56647,250,181,230,514,331,353,286
55760,235,215,198,721,241,596,419
92565,17,16,38,152,42,148,152
101410540,0,0,0,3,0,5,0
8038,361,27,1596,1367,2478,759,5801
101101772,0,0,4,7,1,1,9
112267914,2,1,5,7,18,12,17
118611,4,1,7,19,8,16,7
728158,0,0,7,11,6,2,7
105378549,0,0,0,0,0,2,0
105378548,0,0,0,0,0,1,0
105378550,3,3,2,16,4,27,7
1793,1132,454,1142,1883,1498,2278,2261
107984059,27,8,13,21,18,35,36
105378552,44,12,28,67,46,110,103
642938,111,43,154,294,208,229,305
105378551,4,3,3,7,5,18,8
594857,1,0,0,0,0,0,0
399823,2,0,3,1,3,7,0
119467,27,103,15,436,0,176,33
5791,749,146,621,1194,1713,660,2161
105378553,81,7,42,51,167,56,167
4288,257,1810,154,2301,217,2163,599
101927381,4,0,1,0,0,1,0
105378554,0,0,0,0,0,0,0
107984185,0,0,0,1,0,0,0
105378555,0,0,0,0,0,3,0
728327,0,0,0,0,0,0,0
107984279,0,0,1,2,0,3,1
105378556,0,1,0,0,0,2,0
105378557,1,0,0,0,0,2,0
4255,180,13,73,370,142,193,257
105378560,91,11,45,119,39,74,66
107984280,178,10,58,141,22,101,76
107984281,26,0,6,12,2,7,4
253738,169,1,24,48,15,30,20
100422873,0,0,0,0,0,1,0
105378558,61,0,8,35,8,32,10
387723,19,9,10,24,13,6,17
119437,15,13,10,30,4,26,2
102724883,6,1,4,13,1,17,2
105378561,4,1,3,12,2,12,7
10539,289,221,303,618,445,476,472
107984002,7,0,4,22,8,67,9
105378562,0,0,0,1,0,0,0
100422867,0,0,0,0,0,0,0
107984186,0,0,0,0,0,1,0
256536,1,0,3,0,0,2,11
101927489,0,0,0,0,0,0,3
105378563,0,0,0,0,1,6,3
101927461,0,0,0,0,0,2,1
399827,0,0,0,0,0,2,0
105378565,0,0,0,0,0,0,0
105378566,0,0,0,0,0,0,0
55844,423,210,301,775,694,570,888
664,134,33,128,321,333,78,489
282973,33,9,9,33,19,44,56
105378567,0,0,1,1,3,2,2
10570,28,12,28,23,135,21,241
282974,36,68,40,66,111,128,112
80313,61,23,32,78,59,148,108
170394,75,91,64,179,162,230,164
105378568,14,3,9,11,50,58,43
170393,0,8,1,6,0,7,2
105378570,1,11,0,5,4,7,2
105378569,3,18,3,2,2,6,1
107984282,7,5,5,5,9,4,7
3632,230,84,278,443,523,301,490
84504,49,18,59,97,93,57,74
54777,5,17,4,11,12,7,33
105378571,1,1,0,3,0,1,0
105378572,0,0,0,2,0,1,0
101927590,2,0,0,2,1,2,2
103695432,0,1,0,0,0,3,1
399829,0,21,1,2,1,8,0
107984283,0,7,0,1,0,3,0
112268067,10,16,3,19,13,31,15
84435,1,0,0,8,0,1,1
100128127,0,0,0,0,0,0,0
85442,60,54,62,54,130,40,144
105378574,6,1,2,2,5,0,15
105378573,1,0,1,2,5,0,10
8433,1,0,0,0,0,1,0
27287,76,1,86,67,231,23,230
101927671,1,7,1,0,2,1,0
574448,0,1,0,0,0,0,0
101,284,24,110,377,492,517,2465
10844,434,255,403,822,782,756,1467
118472,55,60,37,169,81,143,101
50632,5,0,2,2,3,2,6
118471,15,320,4,372,10,558,15
282969,79,74,68,451,113,194,111
1892,252,282,180,1416,262,454,375
100500911,0,0,0,3,0,0,0
196743,71,34,20,123,57,73,76
92170,218,159,100,463,269,504,387
503542,37,15,14,87,31,129,67
619207,79,26,18,102,84,248,167
105378576,23,10,12,39,25,60,36
105378575,14,6,19,28,16,34,22
107984284,13,3,12,68,13,48,26
1571,26,3,12,9362,25,137,54
93426,4,2,4,19,3,21,8
399833,4,0,0,9,2,20,2
441581,0,0,0,4,0,1,1
100133161,41,24,25,57,84,68,116
112268070,22,13,23,54,32,36,50
388572,19,15,10,23,33,21,42
101930129,7,6,14,24,11,14,10
147199,3,0,0,0,1,4,0
113746,11,4,8,13,15,23,15
51272,338,142,212,581,403,722,578
60626,443,181,348,878,805,855,1397
102465445,4,1,1,3,3,2,10
23410,142,53,108,252,155,258,239
5719,408,199,369,855,612,1068,727
171389,56,91,21,80,330,64,147
80162,543,384,275,998,967,3634,821
387733,8,0,1,9,11,4,2
10581,468,72,750,806,1186,693,1794
8519,472,79,573,876,693,1260,2734
10410,1412,254,1718,2317,3098,1523,5199
105376504,9,3,3,10,4,15,7
105376505,5,1,4,17,8,13,10
338707,23,8,10,31,68,45,107
11187,45,343,23,588,11,1369,106
59307,163,70,55,465,133,633,228
338440,156,396,46,400,117,2429,266
105376506,27,27,3,31,21,153,57
81490,139,87,98,305,222,387,401
6050,609,238,462,1187,1275,1016,1905
115399,36,7,5,84,35,102,64
101059906,15,3,13,31,20,34,26
3265,69,42,38,155,114,188,185
256329,54,10,11,99,33,134,143
692247,9,4,4,15,5,23,34
8045,69,102,44,437,65,735,340
100506211,31,6,17,53,94,238,427
406992,1,0,1,0,3,7,18
143666,9,1,4,9,9,14,62
57661,717,348,325,1099,1236,1970,1858
3665,154,39,88,240,298,412,376
53841,114,141,31,437,77,627,181
6343,3,3,0,22,8,34,20
1815,8,7,2,16,6,26,24
10522,135,79,102,281,259,320,266
283232,73,63,56,137,51,184,123
64787,156,391,95,1076,176,2693,914
105376509,0,0,0,0,1,4,0
6888,351,317,261,828,488,1046,628
347862,260,320,182,702,361,1127,591
171391,16,17,10,74,14,58,49
51286,3,1,1,15,6,17,11
79751,54,46,35,182,162,205,210
101927423,4,2,1,10,9,9,12
55367,105,77,48,215,127,225,311
6181,2635,2196,2074,3319,3162,3930,2558
619565,81,45,120,322,151,525,113
57104,736,94,142,919,385,1077,764
283229,129,104,22,664,117,561,119
977,725,264,621,2178,1344,2191,4157
5441,169,69,127,403,207,259,348
7106,306,57,274,375,567,171,670
66005,237,169,202,568,431,648,344
161,697,208,628,1045,1967,1090,1703
4588,82,13,119,216,195,66,262
101927503,7,8,4,51,6,46,23
107987157,10,9,1,33,1,43,3
4583,12297,812,2357,77814,11,19904,27498
4586,3138,88,3244,27964,11,378,7645
727897,691,4850,405,16710,100,1518,2092
112577518,19,130,12,440,1,42,34
102466725,0,0,0,1,1,1,3
54472,191,141,131,633,346,524,367
105376512,26,38,19,69,55,90,47
255512,3,5,2,4,2,8,2
105376513,0,0,1,0,0,2,0
9024,18,31,2,29,9,35,8
107984298,0,0,1,2,0,4,1
105376514,12,4,3,6,4,25,6
81532,146,47,75,250,177,373,179
1850,136,33,57,257,192,300,218
338651,5,3,2,52,2,51,3
387264,4,8,1,47,3,102,20
440021,1,0,0,16,1,18,2
387266,0,0,0,0,0,1,0
387267,0,0,0,1,1,5,0
439915,0,1,0,6,0,4,0
387742,0,1,0,249,0,1,0
100132464,0,0,0,137,0,2,0
100505570,0,0,0,36,0,3,0
440023,0,0,0,0,0,0,0
402778,74,8,95,135,147,99,252
1509,1972,688,1933,5762,3331,4156,3815
105376517,0,8,0,1,0,3,0
90019,9,8,1,11,0,13,9
7136,5,0,9,1514,18,7,9
107984299,1,0,0,0,4,0,0
4046,583,32,189,536,488,162,800
100423021,1,0,0,0,0,0,4
102465993,83,4,31,82,61,29,140
101927624,4,0,4,0,6,4,2
7140,24,0,4,3730,8,8,16
6150,64,82,31,115,48,157,101
106635549,2,1,1,4,1,15,2
100133545,4,5,2,8,2,51,10
104355220,3,0,1,0,1,14,3
103344718,283,10,269,765,1450,212,207
283120,881,25,719,2251,4689,563,568
100033819,72,2,61,170,441,45,66
3481,968,8,416,3901,1111,839,1089
723961,933,7,407,3782,1077,809,1055
619552,0,0,0,0,0,0,0
51214,5,0,2,65,8,1,0
3630,0,0,0,0,0,1,0
7054,1,1,0,15,6,41,0
100616126,0,0,0,0,0,4,0
430,0,42,2,2,6,279,2
29125,39,1,19,58,51,8,12
10077,45,1,38,62,69,25,57
101927682,52,20,49,79,111,59,105
105376520,1,1,3,4,8,3,8
975,1841,655,1847,3191,3380,1912,3626
10078,172,56,147,364,326,262,361
29850,49,31,11,19,22,46,15
3784,125,126,70,103,173,1101,207
10984,3428,3461,2302,3673,4766,5255,6693
338653,4,3,0,0,3,5,3
55539,0,0,1,0,0,0,0
1028,156,27,75,72,193,47,277
5003,21,29,8,83,24,144,46
5002,35,89,37,266,79,460,96
7262,22,18,21,220,44,161,45
4676,766,472,646,1304,905,1522,976
677833,369,20,392,359,311,223,234
833,292,218,188,581,463,956,726
100852407,36,39,29,83,41,140,82
114879,248,212,255,714,505,1047,670
107987158,31,38,35,95,109,93,118
386746,0,0,0,0,0,0,0
283303,0,0,0,0,0,2,0
116534,0,0,0,0,0,5,1
7748,230,261,215,514,185,920,215
650368,21,22,2,42,4,28,5
10821,13,5,1,16,0,9,2
105376525,4,6,2,4,2,4,3
105379880,13,12,15,16,14,13,18
105376526,2,13,13,36,10,55,23
101927708,0,6,2,6,5,11,5
107984301,3,20,10,25,7,37,7
7221,1,0,1,1,12,3,3
116969,1,1,4,1,10,0,7
417,1,2,1,15,1,4,6
57053,29,9,19,78,41,37,21
4928,1527,734,1366,2272,2210,2085,1943
27315,78,57,64,214,80,336,137
391,174,64,162,277,406,278,310
105376527,19,2,11,21,16,8,6
6786,493,156,393,967,779,648,496
100616453,21,8,14,34,22,32,19
6240,274,266,253,583,277,480,304
100506082,0,0,0,0,0,1,0
143496,0,0,0,0,0,3,0
6737,83,59,64,162,70,168,107
119774,0,0,0,3,0,0,1
390036,0,0,0,0,0,3,0
119772,0,0,0,0,0,0,0
143502,0,0,0,0,0,0,0
390037,0,2,0,0,0,2,1
55128,52,54,30,122,52,185,88
390038,0,0,0,0,0,0,0
143503,11,13,4,8,2,20,13
105376528,0,2,0,1,0,5,0
81285,0,1,0,2,2,2,8
256892,0,0,0,0,0,0,0
119695,0,0,0,0,0,1,0
119694,0,0,0,0,0,1,0
119692,0,0,0,0,0,1,0
401663,0,0,0,1,0,2,0
401665,0,0,0,1,0,2,0
119687,0,0,0,1,0,0,0
81282,0,0,0,0,0,0,0
79324,0,0,0,0,0,1,0
401666,0,0,0,0,0,2,0
401667,0,0,0,0,0,0,0
56547,2,0,0,0,0,3,0
119682,0,0,0,0,0,3,0
119679,0,0,0,0,0,2,0
119678,0,0,0,0,0,1,0
79296,0,1,0,1,0,3,0
390054,0,0,0,0,0,0,0
23538,0,0,0,0,0,3,0
283110,0,0,0,0,0,1,0
283111,0,0,0,1,0,5,0
3043,6532,125,1333,1012,2384,227,845
3045,327,2,57,18,109,7,29
3044,2,0,1,0,0,0,0
103344929,0,0,0,0,0,0,0
3047,10,1,0,1,1,2,1
3048,23,1,0,2,1,3,0
3046,1,0,0,0,0,0,1
79339,2,0,1,1,1,0,1
79345,0,1,0,2,1,2,4
282763,6,1,4,4,3,5,6
390058,0,0,1,0,1,2,1
390059,1,2,1,2,2,1,6
79470,3,0,1,1,2,3,5
390061,3,0,0,4,4,1,2
390063,3,1,1,0,1,1,3
390064,1,2,2,5,3,1,4
390066,2,1,2,2,3,2,2
50613,8,1,5,8,6,2,8
143630,11,1,5,9,7,11,17
101927763,1,0,4,5,7,2,5
390067,3,0,5,1,6,4,3
340980,2,0,1,6,2,6,7
85363,203,59,172,311,177,366,232
117854,18,7,32,21,17,31,36
445372,64,14,45,56,39,82,58
53840,57,11,38,46,33,75,47
107984302,8,1,2,13,1,7,0
10346,1448,129,1362,1098,1302,411,1353
390072,27,0,23,8,10,5,0
387748,20,1,5,10,0,3,2
390075,4,0,1,3,0,0,0
79473,0,1,1,0,3,2,1
390077,4,0,6,12,16,2,0
390078,0,0,0,2,0,1,0
390079,1,0,1,1,0,0,0
112268071,1,0,0,2,0,3,0
390081,0,0,0,2,0,1,0
390082,0,0,0,0,0,0,0
107984304,0,0,0,3,0,1,0
390083,0,0,0,0,0,0,0
390084,0,0,0,1,0,2,0
338751,0,0,0,0,0,0,0
120793,0,0,0,0,0,3,0
107984303,0,0,0,0,0,4,0
120796,0,1,0,0,0,2,0
196335,0,2,1,0,0,5,0
255725,1,0,1,1,0,7,0
120787,1,0,0,3,1,9,0
160298,6,35,23,107,26,193,25
84067,387,316,277,1179,480,2009,793
1262,2,0,0,4,2,10,3
887,0,1,0,0,1,3,6
112464,63,20,93,135,125,50,249
101927825,39,15,62,66,64,36,117
6609,132,21,160,295,216,144,412
322,143,25,113,145,193,70,373
3263,6,6,11,5937,15,36,16
10612,107,73,55,251,159,214,149
23647,276,164,242,710,389,581,566
26515,297,232,259,563,240,611,282
144132,576,243,205,949,510,932,543
23378,339,192,257,565,382,476,361
3611,371,167,363,688,541,585,772
6881,511,256,486,972,707,825,995
1200,948,253,958,1199,1899,1300,1915
8642,770,140,596,906,1366,491,1444
63875,110,84,114,328,156,259,241
387751,762,32,299,713,395,108,126
338755,3,4,2,1,7,2,3
144125,5,4,0,3,8,6,1
8590,6,2,1,0,9,5,7
144124,7,5,9,3,9,5,2
341276,10,4,3,1,10,10,1
283297,13,11,3,8,15,6,5
120776,10,4,2,3,4,4,2
107984019,19,8,9,7,21,17,11
120775,5,3,1,2,6,8,3
7762,216,81,52,56,200,129,44
102724711,36,11,12,12,45,42,6
7761,54,41,27,56,44,79,38
338323,34,0,5,4,32,14,5
27288,6,0,3,1,9,1,1
100313774,0,0,0,0,0,0,0
143425,26,0,7,64,17,16,15
100506258,60,9,18,26,27,46,40
283298,238,29,255,127,293,32,68
8495,405,213,203,755,343,782,661
105376535,46,8,14,33,39,41,56
51700,64,44,48,104,81,71,203
341277,16,1,1,10,5,4,24
105376533,4,2,0,3,1,1,4
120065,0,0,0,0,0,1,3
120066,2,0,0,1,0,1,3
26343,3,0,0,1,0,2,3
283299,8,3,0,0,0,5,15
107984307,0,0,0,0,0,0,0
390093,0,0,0,0,0,0,0
26496,0,0,0,0,0,1,0
338322,0,0,0,2,1,3,5
8665,687,603,714,1022,968,844,721
103581031,0,0,0,1,0,5,0
7275,199,20,115,107,271,63,390
101927917,14,0,7,3,16,2,7
79608,199,16,88,141,113,22,313
101927936,0,0,2,0,0,0,0
4004,0,1,1,1,4,2,18
105376536,0,0,0,0,0,3,4
65975,44,209,89,24,57,33,223
9866,682,806,800,1269,699,1188,990
6157,3152,3352,3958,4706,4511,4632,3198
619562,27,14,33,59,47,80,35
677826,46,14,29,61,58,63,37
6764,471,252,480,876,756,818,1602
107984308,5,0,8,15,7,20,50
105376539,46,16,35,44,26,29,79
102724784,29,12,28,33,19,35,58
56672,58,36,56,108,82,133,126
56673,1,17,2,6,2,6,4
56676,0,0,0,0,1,3,0
56674,257,110,309,402,306,323,313
493900,41,20,23,60,27,44,43
56675,22,2,35,54,60,20,54
105376541,3,0,11,19,8,10,6
57758,55,6,109,129,42,34,54
100847015,0,0,0,0,0,1,0
283102,1,0,2,2,7,1,4
105376542,2,0,5,12,20,4,15
23258,989,161,1037,1071,2056,716,2788
100189370,0,0,1,2,0,0,0
440026,302,228,369,727,352,852,367
10527,1410,1535,2143,3115,2603,2136,2046
677808,212,76,182,344,329,265,172
644656,9,11,10,48,38,30,20
7702,209,73,151,272,170,306,231
7465,751,175,734,1419,1469,624,1191
23075,1238,94,820,1106,1236,824,968
440028,11,4,9,14,10,11,6
283104,78,52,61,94,81,121,98
81846,1053,411,903,1386,1392,1817,1676
105369149,21,14,20,35,27,45,33
101928008,22,3,9,18,11,27,22
105376544,8,6,7,13,11,33,10
133,210,22,59,379,665,670,1255
100130460,4,0,0,10,8,8,23
272,277,89,174,289,361,389,978
100463486,80,200,94,44,44,58,61
100616263,3,3,1,2,2,1,2
50862,407,209,345,843,401,513,528
100129827,20,8,9,15,14,12,15
10894,664,70,744,305,3516,179,757
10335,454,213,589,404,550,298,673
9646,435,196,285,748,390,482,368
1982,4477,1915,6029,9337,7458,7094,7925
692223,454,92,915,398,351,472,407
101928053,13,3,8,5,5,3,2
112268072,19,3,6,8,2,6,2
105376547,4,1,1,4,2,7,4
58486,381,177,326,572,258,454,265
729013,30,16,14,39,18,31,32
107984309,1,0,0,2,0,1,0
105379882,2,0,0,0,0,4,0
105376550,1,1,1,1,0,7,13
107984310,1,0,1,0,1,0,2
105376548,3,0,1,3,0,9,2
374378,200,184,312,506,690,329,1826
283106,33,33,36,97,68,95,127
107983976,71,34,54,83,136,55,302
105376553,0,8,0,20,0,0,0
100423026,1,0,0,3,1,0,0
102465870,0,3,0,20,0,0,0
107984311,6,4,4,4,12,12,4
55031,1298,516,1510,2067,1640,1560,1764
27122,418,73,1131,623,1256,138,3467
105376554,0,0,0,1,0,2,0
9645,972,545,2715,4096,3690,2973,12249
102466906,9,2,22,35,33,15,64
107984312,101,31,298,319,322,165,665
84953,65,86,177,173,146,256,751
55742,1339,427,2023,1611,2270,1220,2422
105376556,0,0,0,0,0,1,1
7003,1248,314,1614,2257,1955,1884,3463
107984313,62,11,33,123,64,107,112
100506305,0,0,0,0,1,6,2
105376557,3,4,0,3,0,33,2
644943,3,5,0,13,0,86,4
105376558,0,0,0,0,0,1,0
406,280,95,366,324,447,202,634
84280,266,95,246,522,258,477,297
5741,0,0,0,3,0,3,0
84188,760,465,953,1178,928,1021,1066
105376562,0,0,0,0,0,0,0
105376561,0,0,0,0,0,1,0
101928132,0,0,0,0,0,1,0
10418,895,559,2802,1551,1967,512,548
22800,320,93,254,341,347,167,403
1315,1027,483,1366,2079,1348,1645,1629
5682,432,300,536,818,585,656,761
5140,698,72,643,1194,717,453,184
107984315,237,27,181,366,229,122,42
120227,195,96,164,327,121,277,112
796,5,4,2,15,4,11,2
797,0,1,0,1,0,0,0
387755,7,1,5,26,4,24,4
105376569,0,0,0,1,0,4,0
105376568,0,0,1,0,0,1,0
102724957,0,0,0,1,0,3,0
105376567,0,0,0,1,0,10,0
107984370,0,0,1,1,0,1,0
105376570,0,0,0,1,0,2,0
55553,179,119,210,256,186,44,223
102464826,4,3,4,2,3,1,4
105376572,11,8,3,10,5,2,11
112268084,31,12,36,54,42,27,49
105376571,3,1,5,7,5,1,3
10944,1187,497,1202,1663,1437,1357,1601
144100,213,336,203,1104,116,1720,578
109623465,3,1,1,3,1,6,3
112268085,5,6,1,9,1,4,6
107984416,3,5,0,22,0,7,0
10819,6,14,0,31,1,14,5
6207,1468,1446,1858,2303,1818,1238,1322
