Symbol,GSM8245471,GSM8245473,GSM8245474,GSM8245475,GSM8245476,GSM8245477,GSM8245478
LCN1,0,0,0,1,0,2,3
OBP2A,22,0,2,7,1,5,43
LOC107987040,5,0,0,1,1,1,29
PAEP,10,2,4,3,25,9,3143
LINC01502,8,0,1,1,1,4,5
LOC105376316,6,0,2,1,1,1,2
LOC102723971,0,0,0,0,0,0,0
GLT6D1,0,1,0,0,0,3,0
LCN9,0,0,0,0,0,0,0
LOC105376317,0,0,0,0,0,2,0
LOC105376318,0,0,0,0,0,1,0
SOHLH1,0,1,0,0,0,1,1
KCNT1,10,5,2,12,17,46,26
LOC107987139,3,1,1,4,6,28,8
LOC107987140,7,1,1,3,8,26,10
CAMSAP1,434,375,415,794,739,1032,952
CAMSAP1-DT,17,30,14,60,17,78,17
UBAC1,168,132,134,410,233,277,308
NACC2,307,182,283,538,572,511,849
LOC105376322,16,11,13,33,18,43,36
LINC02846,3,3,0,3,4,8,4
TMEM250,120,90,83,317,198,331,200
LHX3,2,0,0,1,3,0,0
QSOX2,300,175,137,372,367,407,290
LOC101928722,3,0,0,2,0,3,1
CCDC187,2,20,0,2,1,20,8
DKFZP434A062,1,1,0,1,0,2,0
GPSM1,140,33,139,237,637,176,554
DNLZ,28,25,19,46,54,39,47
CARD9,55,80,29,52,85,50,102
SNAPC4,158,125,57,307,194,584,570
ENTR1,166,130,153,364,248,419,294
PMPCA,213,184,207,597,437,466,508
INPP5E,97,69,60,196,140,210,222
SEC16A,1747,675,1044,2973,2416,2567,3382
C9orf163,7,6,10,32,12,15,16
NOTCH1,686,541,224,1079,1041,1448,1141
MIR4673,2,2,1,2,1,7,2
MIR4674,0,0,0,0,0,0,3
NALT1,3,8,5,2,2,8,14
LINC01451,4,3,1,4,2,10,29
LOC105376325,11,0,2,18,27,12,36
LOC102724193,2,0,1,0,0,1,4
HSPC324,2,0,1,0,0,0,1
EGFL7,366,48,69,440,409,386,578
MIR126,3,1,1,7,0,3,11
AGPAT2,301,283,103,569,172,646,404
DIPK1B,80,122,41,101,63,96,156
SNHG7,183,368,158,297,227,377,286
SNORA17B,68,63,55,120,65,130,79
SNORA17A,8,7,6,16,9,12,8
LCN10,35,8,9,31,9,12,0
LCN6,14,2,0,20,10,9,1
LOC100128593,3,1,0,1,1,3,1
MIR6722,0,0,0,0,0,0,0
LCN8,25,0,0,2,1,2,0
LCN15,1,0,0,2,1,0,0
LOC107987143,1,0,0,0,0,2,0
TMEM141,117,105,106,391,146,384,261
CCDC183,52,22,31,116,35,140,237
CCDC183-AS1,43,26,28,95,23,129,199
RABL6,437,376,244,660,498,1154,839
MIR4292,6,7,6,13,6,26,19
AJM1,12,12,2,20,17,42,17
PHPT1,150,132,156,368,241,300,634
MAMDC4,162,83,55,529,195,376,465
EDF1,620,442,480,1069,859,982,1180
TRAF2,81,87,42,221,112,497,253
LOC105376326,3,1,1,5,0,9,3
MIR4479,1,1,0,0,1,1,0
FBXW5,311,296,230,882,463,771,839
C8G,3,54,1,343,2,13,6
LCN12,3,8,3,36,2,36,16
LINC02692,0,0,0,0,0,0,4
PTGDS,856,198,753,514,2117,111,576
LCNL1,10,0,4,3,20,12,17
PAXX,103,111,52,176,120,225,173
CLIC3,19,1,31,48,19,19,78
ABCA2,358,298,240,909,544,1092,894
LINC02908,22,2,10,23,6,19,19
FUT7,10,0,5,5,8,1,2
NPDC1,202,46,90,564,179,422,549
ENTPD2,17,20,5,41,2,201,15
LOC105376327,1,3,0,0,1,7,6
SAPCD2,7,122,5,195,12,290,38
UAP1L1,126,172,80,157,247,217,513
MAN1B1-DT,4,6,9,16,15,10,13
MAN1B1,325,119,374,597,641,606,1006
LOC101930307,100,27,35,156,86,198,141
DPP7,500,217,347,595,870,651,1235
GRIN1,5,12,0,109,1,23,6
LOC105376328,1,1,0,63,0,2,0
LRRC26,2,3,3,19,0,5,2
MIR3621,0,1,0,0,0,0,0
TMEM210,0,0,1,3,0,0,0
ANAPC2,271,102,126,393,363,486,490
SSNA1,79,61,57,162,123,168,159
TPRN,45,96,16,146,53,430,74
TMEM203,84,66,80,164,91,141,108
NDOR1,163,137,67,319,218,738,352
RNF208,6,5,0,10,4,25,19
CYSRT1,3,10,2,22,4,10,6
RNF224,6,11,1,8,1,7,4
SLC34A3,18,25,4,36,16,37,24
TUBB4B,430,751,530,2087,1275,1621,1299
FAM166A,48,77,62,225,131,152,119
STPG3-AS1,3,8,1,10,1,10,1
STPG3,2,5,1,16,1,14,3
NELFB,226,137,124,388,346,598,495
TOR4A,99,143,100,268,210,505,389
NRARP,57,93,29,242,69,131,86
EXD3,146,82,69,267,220,622,487
NOXA1,77,76,31,245,76,502,260
ENTPD8,20,14,5,113,3,79,60
NSMF,340,238,243,502,842,1244,1056
MIR7114,1,0,1,2,4,3,4
PNPLA7,337,38,97,526,280,363,322
MRPL41,108,63,51,178,106,194,147
DPH7,174,164,105,261,224,420,296
ZMYND19,54,71,76,219,135,195,165
ARRDC1,226,166,114,459,236,801,527
ARRDC1-AS1,58,51,33,99,48,148,106
EHMT1,1045,384,453,1263,2205,1631,1761
LOC651337,106,15,23,83,180,149,133
MIR602,0,0,0,2,0,3,3
LOC100133077,0,0,0,0,1,8,1
CACNA1B,5,3,3,140,1,11,16
CACNA1B-AS1,0,1,0,0,0,4,3
LOC101928786,0,1,0,15,0,0,1
TUBBP5,1,1,2,26,0,12,2
LOC101928932,0,0,0,2,2,1,0
LOC107987145,0,0,0,0,1,0,0
FAM157B,51,35,34,90,116,74,134
LOC112267861,17,6,10,16,29,21,26
LOC105376333,18,7,9,28,48,39,103
LOC105376332,3,1,6,6,5,2,2
LOC105379525,2,0,2,1,1,1,1
LOC102724727,9,1,4,3,5,7,1
LOC107987370,1,0,0,0,0,4,1
LOC107987372,0,0,0,0,0,2,1
LOC102724813,0,0,4,3,0,12,1
LOC102723376,1,0,0,0,0,1,0
TUBB8,2,0,0,0,0,2,0
ZMYND11,838,312,859,1006,1070,750,893
LOC107984190,42,20,38,57,62,64,68
LOC107984191,2,1,1,4,2,12,3
DIP2C,544,278,722,917,1017,625,1426
LOC105376340,8,11,11,15,17,19,38
LOC101930421,40,26,45,86,108,82,185
MIR5699,8,3,10,17,25,29,44
DIP2C-AS1,194,215,245,434,495,408,674
LARP4B,1010,881,776,1728,1397,2341,1624
LARP4B-DT,0,0,0,0,1,0,0
LOC107984285,6,7,2,11,7,28,6
LOC105376341,2,0,1,0,0,5,3
GTPBP4,474,358,603,720,843,986,794
IDI2,23,13,23,45,21,26,14
IDI2-AS1,44,84,29,83,57,67,28
IDI1,353,348,353,684,412,620,220
WDR37,384,192,366,528,477,475,611
LOC105376344,1,1,0,0,46,9,22
LINC00200,1,0,3,0,9,0,3
ADARB2,12,0,2,9,4,12,18
LOC105376342,2,0,1,1,0,2,0
ADARB2-AS1,0,0,0,2,0,1,0
LOC105376345,0,0,0,0,0,1,0
LOC105376346,0,0,0,0,0,0,0
LINC00700,0,0,0,0,0,2,0
MIR6072,0,0,0,0,0,0,0
LINC02662,0,0,0,0,0,5,0
LOC107984168,0,0,0,1,0,6,0
LINC00701,0,0,0,0,0,4,0
LOC105376349,0,0,0,1,0,0,1
LINC02645,0,0,0,0,0,0,0
LOC107983989,0,0,0,0,1,2,0
LOC105376350,0,0,0,1,1,1,0
LOC105376352,2,2,1,5,1,13,5
PFKP-DT,3,2,4,2,0,6,5
PFKP,462,408,379,1322,1119,1136,2066
SNORD142,11,2,5,10,9,6,14
PITRM1,546,261,479,1031,567,909,849
PITRM1-AS1,144,62,126,258,165,230,281
LINC02668,1,0,0,2,1,9,2
LOC105376353,0,0,1,0,0,3,0
LOC107987146,0,0,0,0,0,0,0
LOC105376356,0,0,0,0,0,2,0
LOC105376360,0,1,1,0,1,2,1
LOC105376358,0,0,0,1,1,2,0
LOC105376357,0,0,0,0,0,0,0
LINC02669,2,1,2,3,7,3,12
LOC107984192,0,0,4,3,6,12,3
LOC107984193,0,0,0,0,1,2,0
LOC105376361,4,0,1,0,1,7,8
LOC105376363,4,0,1,3,3,3,14
KLF6,5226,454,5938,5936,17552,5194,11384
LOC105376364,15,3,8,27,17,28,12
LINC02639,1,0,1,0,0,1,0
LINC02660,7,0,15,1,41,5,56
LOC105376367,2,0,10,4,15,4,4
MIR6078,0,0,0,0,0,0,0
LOC107984195,2,0,0,0,2,2,0
LOC101927964,0,0,2,3,4,5,1
LOC107984196,1,0,0,0,1,1,0
LOC105376368,1,2,0,2,0,0,0
LINC00702,10,0,34,33,38,8,41
LOC105376369,5,0,28,6,9,3,13
LOC105376370,0,0,0,0,0,2,0
LOC105376371,0,0,0,0,0,1,0
LOC105376372,0,0,1,0,0,0,0
LINC00703,0,0,0,0,0,1,0
MANCR,4,1,11,6,2,61,28
LINC00705,1,0,3,4,2,19,2
LOC105376373,5,2,6,14,0,22,4
LOC105376375,0,0,2,3,0,3,0
LOC107984197,1,0,0,3,0,3,0
LOC105376374,0,0,0,16,0,15,1
AKR1E2,35,111,41,187,28,371,64
AKR1C6P,4,6,2,110,3,61,5
AKR1C1,199,172,40,1392,75,320,74
AKR1C2,214,141,23,895,39,188,49
LOC101928051,4,8,3,71,4,17,3
LOC107984198,0,3,0,4,0,8,0
AKR1C3,148,167,52,430,36,467,41
AKR1C8,6,7,1,140,1,6,0
AKR1C4,1,24,2,319,0,10,1
LINC02561,2,6,2,3,0,5,0
UCN3,1,0,0,3,0,2,0
TUBAL3,1,3,16,7,1,18,0
NET1,1018,1048,1153,2015,479,2623,1396
CALML5,0,0,0,1,0,1,0
CALML3-AS1,1,1,0,0,0,11,4
CALML3,0,0,0,1,1,0,15
LOC107984169,0,3,0,0,0,2,1
LOC105376380,5,166,0,15,0,9,2
LOC105376381,1,0,2,0,0,4,0
LASTR,1,4,1,8,0,17,3
LINC02678,2,13,0,14,0,21,0
LINC02677,0,1,0,0,0,2,0
LOC107984199,0,0,0,2,0,4,0
ASB13,99,98,110,369,92,294,94
TASOR2,2225,1115,2220,3302,2750,2668,2234
GDI2,1264,1318,1584,1904,1746,1824,1186
TRV-TAC3-1,0,0,0,2,0,0,0
ANKRD16,52,40,45,76,37,111,35
FBH1,708,429,407,891,704,1177,900
LOC105376384,72,43,50,91,78,115,112
IL15RA,95,34,39,150,61,175,180
LOC107984200,52,19,28,97,38,88,79
IL2RA,156,12,237,153,251,72,305
LOC107984201,51,2,66,62,33,16,45
RBM17,661,522,498,734,653,951,916
LOC101928080,2,2,0,17,6,1,0
PFKFB3,2093,186,1134,1939,6027,1898,6371
MIR3155A,4,0,1,6,7,3,9
MIR3155B,3,0,1,4,6,3,7
LINC02649,77,21,63,68,89,148,158
LINC02656,77,12,58,62,60,134,98
PRKCQ,164,4,123,223,173,69,83
LOC107984202,9,0,2,6,9,7,5
PRKCQ-AS1,42,7,19,93,13,8,16
LINC02648,9,0,1,33,3,11,0
LINP1,0,0,1,2,0,1,31
LINC00706,0,1,0,0,0,3,11
LINC00707,4,1,13,9,15,14,54
LOC107984203,5,1,4,16,18,14,29
LOC105376387,5,0,8,13,19,21,32
LINC02665,1,0,2,0,9,0,1
SFMBT2,711,52,526,579,982,306,768
SNORD129,14,1,12,12,24,2,9
LINC02642,16,0,9,8,10,17,3
LOC105376390,2,0,0,0,0,4,1
LOC105376391,0,1,0,1,1,1,0
ITIH5,754,120,174,195,227,355,500
ITIH2,9,1,6,3119,2,16,6
KIN,186,126,215,276,177,345,170
ATP5F1C,356,495,501,786,483,677,582
LOC105376392,61,79,88,116,69,87,92
TAF3,162,64,89,174,188,201,118
LOC105376394,0,0,0,1,0,0,0
GATA3,46,1,22,38,27,10,20
GATA3-AS1,0,0,1,0,0,0,0
LOC107984204,3,0,3,3,5,0,1
LOC105376395,1,0,1,1,0,4,1
LOC107984206,0,0,0,1,0,1,0
LOC107984205,0,0,0,1,0,0,0
LINC00708,0,0,0,0,0,1,0
LOC105376396,0,0,0,3,1,0,0
LOC105376397,0,1,0,0,0,1,0
LOC105376398,0,0,0,0,0,0,0
LOC105376399,0,0,0,0,0,6,0
LOC105376400,0,0,0,1,0,0,0
LINC02676,4,0,0,5,0,2,1
LOC101928272,0,0,0,0,0,1,0
LINC00709,0,0,0,0,0,0,0
LOC112268059,0,2,0,0,0,2,0
LINC02663,0,0,0,0,0,10,0
LOC105376403,0,0,0,0,0,0,0
LINC02670,0,0,0,0,0,1,0
LOC107984207,0,0,0,0,0,0,3
CELF2-DT,0,0,0,0,1,0,1
CELF2,1788,197,1655,1489,2555,689,1989
SFTA1P,13,0,5,8,15,4,17
LOC105376405,135,7,32,17,53,9,48
LINC00710,56,4,14,6,35,5,17
CELF2-AS2,136,9,44,99,120,136,274
CELF2-AS1,198,15,168,190,226,83,319
LOC105376409,1,0,0,1,2,3,0
USP6NL,590,299,371,931,395,1393,474
LOC105376411,37,25,16,42,21,125,27
LOC105376410,80,31,31,76,36,151,38
USP6NL-AS1,5,3,1,9,6,9,4
LOC105376413,8,0,4,10,1,14,0
LOC105376412,6,0,2,4,1,8,0
ECHDC3,88,100,16,182,70,88,84
LOC105379850,0,0,0,0,0,0,0
LOC105376415,0,0,0,1,0,0,0
PROSER2,15,44,15,137,26,117,85
PROSER2-AS1,10,13,4,46,5,29,20
UPF2,702,400,371,739,616,1123,447
LOC105376416,0,0,0,1,1,0,0
DHTKD1,292,188,167,1109,241,520,275
SEC61A2,149,93,89,165,116,218,184
MIR548AK,0,1,0,0,0,0,3
NUDT5,188,243,164,378,192,477,318
CDC123,190,166,249,346,300,409,338
CAMK1D,457,69,465,528,651,232,976
LOC107984209,27,1,27,34,52,4,29
MIR4480,9,0,6,8,18,4,27
MIR4481,3,0,3,4,1,0,16
MIR548Q,2,0,2,1,5,2,9
CCDC3,292,65,46,218,15,76,7
LOC105376418,8,1,1,11,2,2,0
OPTN,817,342,758,950,988,2245,2003
MCM10,24,125,9,98,15,174,32
UCMA,0,1,0,1,0,2,0
PHYH,119,42,100,568,104,196,100
SEPHS1,228,212,226,342,225,453,231
LOC105376419,1,0,0,0,0,3,0
LOC105376420,0,0,0,0,0,7,0
BEND7,118,20,89,294,80,291,301
BEND7-DT,0,0,0,0,0,1,1
LOC105376422,0,0,0,0,0,1,0
PRPF18,629,355,447,945,484,1078,549
FRMD4A,684,167,664,735,970,775,2009
LOC105376426,59,3,52,39,86,34,191
LOC105376425,28,2,51,19,32,17,116
LOC101928453,0,0,0,3,1,1,44
MIR4293,0,0,0,0,0,0,0
MIR1265,0,0,0,0,0,1,0
FAM107B,1071,83,760,1242,850,432,1601
LOC105376429,0,0,0,0,0,0,0
LOC105376428,0,0,0,0,1,0,0
CDNF,18,11,11,37,15,17,6
HSPA14,218,238,235,418,319,502,264
SUV39H2,65,144,65,169,74,205,86
DCLRE1C,330,264,205,389,195,612,202
MEIG1,1,2,0,3,2,2,1
ACBD7-DCLRE1CP1,1,1,0,3,1,3,2
DCLRE1CP1,1,0,0,1,1,2,0
OLAH,2,0,1,4,3,9,0
ACBD7,3,15,3,19,1,13,7
RPP38-DT,4,2,4,9,2,14,8
RPP38,63,83,55,137,47,157,44
LOC105376431,4,7,9,14,7,12,8
NMT2,265,90,144,291,247,349,222
LOC107984210,45,22,34,78,32,71,44
PPIAP30,5,6,4,13,11,8,7
LOC105376434,0,1,0,4,0,8,0
LOC107984211,1,2,3,4,8,1,2
FAM171A1,150,178,141,387,154,631,266
LOC105376433,7,7,7,15,9,25,12
ITGA8,222,7,130,57,171,28,122
MINDY3,491,248,312,594,345,586,477
LINC02654,0,0,0,0,0,1,0
PTER,202,49,116,201,149,410,168
C1QL3,19,1,13,10,26,35,24
LOC101928701,8,1,1,7,2,20,1
RSU1,443,235,406,550,530,466,496
LOC105376435,0,0,0,0,0,0,0
CUBN,166,26,112,135,156,70,273
TRDMT1,314,91,218,220,207,144,253
VIM-AS1,1597,355,1751,1792,5197,843,7383
VIM,10261,1970,14703,10836,28213,3521,39145
ST8SIA6,31,3,47,29,25,57,3
ST8SIA6-AS1,3,0,1,1,2,2,0
LOC105376436,7,0,5,11,7,20,1
LOC105376437,0,0,0,0,0,1,0
HACD1,11,11,41,48,41,6,103
STAM-DT,1,2,2,5,0,12,2
STAM,362,122,335,425,364,473,615
TMEM236,32,7,89,60,26,40,36
LOC107984212,4,0,0,5,3,4,3
MRC1,1415,195,3236,1801,2447,488,756
MIR511,2,0,18,12,7,3,3
SLC39A12,5,0,1,8,5,4,0
SLC39A12-AS1,1,0,1,3,2,2,0
CACNB2,189,81,253,736,221,273,559
LOC107984213,21,23,34,13,27,8,138
NSUN6,301,148,184,1202,266,609,257
ARL5B,748,358,749,1771,855,810,879
LOC105376440,0,0,0,0,0,0,0
LOC107984180,0,0,0,0,0,0,0
MALRD1,16,1388,20,15,19,298,14
LOC105376441,0,29,0,0,0,15,0
LOC102724082,0,39,0,0,1,13,0
LOC101928834,4,38,4,2,4,8,5
PLXDC2,2689,496,7547,3422,6390,1121,7589
MIR4675,0,0,0,0,0,1,0
LOC105376442,26,1,9,6,8,29,7
NEBL,203,106,252,819,135,2139,571
LOC102725112,9,4,8,32,6,96,73
NEBL-AS1,0,1,1,4,1,4,1
LINC02643,0,2,0,0,0,1,0
LOC105376445,0,0,0,0,0,0,0
MIR1915HG,14,5,15,24,12,8,17
MIR1915,0,0,0,0,0,0,0
SKIDA1,5,3,3,11,3,23,0
MLLT10,609,369,506,839,783,922,953
LOC107984214,23,12,20,22,33,24,38
DNAJC1,311,95,337,355,646,352,487
EBLN1,0,1,0,0,0,1,0
TRN-GTT2-3,2,0,0,1,0,0,0
LOC105376447,57,10,52,81,34,15,20
LOC100130992,25,10,30,39,24,15,15
COMMD3-BMI1,322,107,304,390,343,300,260
COMMD3,105,44,108,121,104,134,111
BMI1,269,83,249,329,290,234,199
SPAG6,2,0,2,3,0,3,0
LOC105376448,0,0,0,0,0,1,0
LINC03027,15,5,15,24,21,13,24
LOC105376449,0,0,0,0,0,2,1
LOC105376450,0,0,0,0,0,1,0
PIP4K2A,716,126,642,538,947,339,588
LOC105376451,0,0,0,0,0,0,0
ARMC3,2,2,4,14,5,15,4
LOC107984215,0,0,0,3,2,5,0
MSRB2,89,76,79,130,104,141,143
PTF1A,0,0,0,0,0,1,0
C10orf67,4,0,6,4,3,2,6
C10orf67-AS1,2,0,2,2,0,1,2
OTUD1,335,34,189,353,621,170,243
LOC105376454,1,0,4,4,1,3,1
KIAA1217,1207,482,2122,2119,2162,3166,3442
MIR603,5,3,0,3,1,3,10
LOC105376455,6,9,5,6,12,9,12
ARHGAP21,1461,700,1852,1979,2281,3342,2517
LOC105376456,0,0,0,0,1,3,0
PRTFDC1,48,105,67,47,53,45,28
THNSL1,36,99,50,107,20,73,28
ENKUR,18,20,12,14,11,12,15
LINC01516,0,0,0,3,0,3,0
GPR158-AS1,0,0,0,1,0,1,0
GPR158,0,28,1,20,0,13,0
LINC00836,0,1,0,0,0,3,0
LOC105376460,0,0,0,0,0,0,0
LOC101929073,0,0,0,0,0,1,0
MYO3A,8,0,29,102,17,18,74
GAD2,0,0,0,4,2,2,0
LOC107984176,0,0,0,0,0,4,0
APBB1IP,382,10,159,282,341,101,120
LINC03028,9,0,3,1,2,1,2
FAM238A,10,1,5,5,3,1,7
LOC102724202,0,0,0,0,0,0,0
LOC105376461,1,75,1,0,0,5,1
FAM238B,2,203,0,1,1,10,0
SELENOOLP,0,1,0,0,0,1,0
PDSS1,97,149,80,178,105,334,84
ABI1,751,383,726,879,873,1352,1068
FAM238C,6,4,1,4,5,5,6
ANKRD26,432,263,277,674,390,659,382
YME1L1,1060,782,1254,1699,1486,1531,1691
MASTL,139,110,212,296,237,327,239
ACBD5,292,190,241,644,264,909,348
LRRC37A6P,10,3,47,18,19,27,10
ODAD2P1,5,2,3,1,1,8,5
LOC102724245,3,7,7,1,0,5,1
LINC02673,2,0,0,1,0,0,1
PTCHD3,8,0,3,1,0,7,0
RAB18,586,232,886,818,883,579,1098
LINC02680,11,3,12,15,15,10,24
MKX,38,48,37,5,12,5,6
MKX-AS1,0,1,0,0,0,0,0
ODAD2,10,2,7,5,5,9,52
LOC112268060,0,0,0,1,1,0,4
MPP7,179,43,132,193,128,300,211
SNORD130,0,0,0,2,0,2,0
MIR8086,0,0,2,1,5,3,1
MPP7-DT,9,0,8,9,2,3,0
LOC105376467,17,0,10,19,11,2,1
LINC02652,2,0,0,1,0,2,1
LOC107984216,0,0,0,1,0,3,0
WAC-AS1,175,154,192,346,159,411,179
WAC,1432,642,1207,1378,1518,1633,1638
BAMBI,18,54,31,103,53,94,196
LOC105376470,0,1,0,0,0,0,0
LOC107984170,0,0,0,0,0,1,0
LINC01517,0,0,0,0,0,1,0
LINC00837,0,1,0,0,0,0,0
C10orf126,0,1,0,4,0,3,0
LOC107984174,0,0,0,0,0,0,0
LOC107984171,0,1,0,0,0,0,0
LOC105376471,0,0,0,0,0,0,0
LOC105376472,0,0,0,0,0,1,0
LYZL1,0,0,0,1,0,1,0
LOC107984217,0,0,0,1,0,0,0
LOC105376473,0,0,0,1,0,1,0
LOC105376474,0,0,0,0,0,4,0
SVIL-AS1,391,185,394,718,446,556,625
SVIL,1570,657,1545,3245,1840,2685,2503
MIR604,2,3,6,16,5,16,10
MIR938,4,4,8,7,10,8,9
LOC105376475,0,0,0,1,0,4,1
LOC105376476,0,0,0,1,0,2,1
LOC102724333,0,0,0,0,0,1,0
LOC107984172,0,0,0,2,0,1,0
LOC107984173,0,0,1,0,0,0,0
LOC107984218,0,1,0,3,0,1,0
JCAD,856,86,1428,1136,1715,691,2920
LOC101929256,41,2,77,38,77,23,108
LOC105376477,3,1,3,0,5,2,8
LOC101929279,0,0,1,1,3,3,0
MTPAP,200,288,265,526,326,521,294
GOLGA2P6,6,1,3,5,5,4,7
MIR7162,0,0,0,1,0,0,0
MAP3K8,886,208,1810,865,4845,785,3080
LOC105376478,2,0,1,2,10,3,1
LOC105376479,1,0,0,2,0,4,1
LYZL2,0,0,0,0,0,5,0
SVIL2P,8,0,4,5,5,4,2
LINC02644,0,0,0,0,0,0,0
ZNF438,219,136,211,374,212,279,262
LOC105376481,4,2,4,14,4,11,4
LOC105376482,1,1,0,1,0,3,2
LOC105376483,0,3,1,8,3,4,3
LINC02664,1,3,4,4,4,1,3
ZEB1-AS1,45,14,47,44,32,57,53
ZEB1,1009,157,1146,1180,1128,494,1219
LOC100505502,104,4,64,114,103,85,267
LOC105376484,3,1,8,8,4,11,2
MACORIS,5,0,13,6,6,2,0
ARHGAP12,699,604,697,1157,957,1579,915
LOC107984219,94,131,98,153,109,183,162
LOC105376485,5,4,9,8,3,10,24
KIF5B,2051,2627,2606,3531,2819,4384,3013
EPC1,638,233,518,691,562,718,480
EPC1-AS1,12,7,10,20,14,18,10
LOC101929431,1,0,1,0,1,9,1
CCDC7,308,93,240,365,237,349,174
LOC105376486,61,5,57,135,125,46,91
ITGB1,4899,2016,8222,9336,9471,5909,12321
SNORA86,91,42,182,174,166,104,374
ITGB1-DT,11,5,13,74,24,53,24
IATPR,2,0,0,4,1,3,0
NRP1,2105,272,1533,1878,1447,879,1442
LOC105376489,0,0,0,0,0,1,0
LINC02628,0,1,0,0,0,0,0
LINC00838,0,0,0,0,0,3,0
PARD3,523,512,477,924,861,1355,1017
PARD3-DT,0,1,0,1,0,0,0
LINC02635,0,0,0,4,0,1,0
CUL2,334,205,318,453,360,424,330
MIR3611,3,4,2,2,1,6,2
CREM,455,75,569,487,1239,147,452
LINC02634,2,0,1,2,2,4,1
CCNY,550,348,673,783,976,649,958
LOC107984220,8,7,7,11,5,17,8
LOC107984221,1,0,3,3,3,4,4
GJD4,0,0,0,2,0,3,1
FZD8,108,11,51,63,47,52,84
MIR4683,5,1,2,3,4,5,8
LOC105376494,3,0,0,1,1,7,0
LOC107984188,0,0,0,0,0,0,0
PCAT5,0,0,0,0,0,6,0
LINC02630,0,0,0,0,0,0,0
LOC107984222,1,1,1,0,0,1,0
LOC105376496,0,0,0,0,0,0,0
ANKRD30A,16,0,12,1,6,24,3
LOC101929498,0,1,1,0,0,2,0
LINC00993,0,0,0,0,1,3,0
LOC107984175,0,0,0,0,0,0,0
LOC107984223,0,0,0,0,0,1,0
LOC105376497,0,0,0,1,0,1,0
MTRNR2L7,0,0,0,0,0,1,0
LOC102724533,0,1,0,0,0,2,0
LOC105376498,0,0,0,0,0,1,0
ZNF248,312,184,159,384,230,666,364
ZNF33BP1,19,2,12,20,7,30,17
LOC107984224,7,0,4,12,8,10,3
ZNF25,257,76,310,273,293,164,311
ZNF25-DT,0,10,0,1,0,1,0
ZNF33A,977,581,833,1185,763,1814,690
ZNF37A,763,284,726,769,771,700,776
LOC105376500,0,0,0,1,1,1,4
CCNYL4,3,1,2,1,2,1,5
HSD17B7P2,41,25,32,78,39,138,52
SEPTIN7P9,6,7,9,19,5,18,4
LOC101929540,38,13,11,60,36,78,35
LINC00999,28,6,10,49,43,81,32
LOC107984177,0,0,0,0,0,1,0
ACTR3BP5,0,0,0,1,0,1,0
LOC105378267,1,1,0,0,0,5,1
LOC101929373,0,0,0,0,0,0,0
LOC441666,56,6,32,39,35,19,16
CCNYL2,0,1,10,1,7,3,3
LINC00839,19,3,68,21,167,11,108
ZNF37BP,551,239,361,589,451,603,541
ZNF33B,326,690,193,628,160,721,236
LOC105378268,12,25,7,23,7,40,7
LINC01518,0,0,0,1,0,1,0
LINC02632,0,0,0,0,0,0,0
LOC283028,2,4,1,7,2,7,1
LOC105378269,1,0,0,2,2,2,0
BMS1,546,470,498,1282,797,1042,925
LINC02623,0,0,0,0,0,1,0
LINC01264,0,0,0,0,0,2,0
MIR5100,0,0,0,0,0,0,0
RET,33,1,12,18,30,54,32
CSGALNACT2,520,85,887,852,1096,455,918
RASGEF1A,17,97,18,112,28,6,67
LOC107984225,11,0,1,3,3,0,2
LOC105378271,0,0,0,0,0,2,0
LINC02633,0,0,0,3,0,0,0
LOC107984226,0,0,0,0,0,0,0
FXYD4,0,10,0,3,0,2,5
HNRNPF,1074,1195,963,2670,1471,1706,1124
SNORD3J,0,0,0,1,0,1,0
ZNF487,78,21,64,98,103,66,78
LOC105379857,24,2,10,21,26,22,15
ZNF239,31,80,52,122,29,125,61
ZNF485,40,104,48,112,28,153,19
ZNF32-AS3,0,0,0,0,0,6,2
ZNF32,100,30,111,140,82,107,70
ZNF32-AS1,16,8,21,28,17,18,17
ZNF32-AS2,23,4,15,33,19,20,17
LOC105378274,0,0,0,0,1,0,4
LINC02658,0,0,0,0,0,0,0
LOC105378275,1,0,0,0,0,1,0
HNRNPA3P1,0,1,3,2,1,3,4
LOC107984189,0,0,0,1,0,1,0
LINC00619,1,2,2,0,0,5,4
LINC00840,2,1,1,7,3,4,0
LINC02659,0,1,0,0,1,3,3
LINC00841,4,0,1,2,1,2,6
CXCL12,2418,131,1802,1558,4089,221,2170
LINC02881,4,1,0,1,3,1,2
LOC107984179,0,0,0,1,0,1,0
TMEM72-AS1,8,2,6,18,18,22,17
TMEM72,8,16,10,15,10,30,22
RASSF4,601,90,375,556,792,360,802
LOC105378281,171,22,64,118,156,84,318
DEPP1,1040,88,512,1555,702,1063,8544
ZNF22-AS1,55,17,53,89,89,45,54
ZNF22,228,243,222,334,237,108,141
RSU1P2,5,0,1,8,0,7,3
ANKRD30BP3,2,0,4,16,0,6,2
MIR3156-1,0,0,0,0,0,0,0
LOC105378283,4,0,3,25,0,13,10
OR13A1,23,0,7,9,2,6,2
ALOX5,578,79,478,544,849,441,1293
LOC102724323,6,1,5,6,6,4,13
MARCHF8,449,148,288,510,433,268,442
LOC105378286,24,12,11,22,14,13,13
ZFAND4,187,63,125,251,116,111,99
AGAP10P,17,13,8,32,12,40,31
WASHC2C,627,480,584,945,722,871,924
