ENTREZID,SYMBOL
102632118,Gm30275
102632119,Gm16311
102632120,Gm30276
102632121,Gm30277
102632124,Gm26901
102632125,Gm30279
102632126,Gm30280
102632127,Gm30281
102632128,Gm30282
102632129,Gm30283
102632130,Gm30284
102632131,Gm30285
102632132,Gm30286
102632133,Gm30287
102632134,Gm30288
102632135,Gm30289
102632136,Gm20482
102632137,Gm30290
102632138,Gm30291
102632139,Gm30292
102632140,Gm30293
102632141,Gm30294
102632142,Gm18905
102632143,Gm30295
102632144,Gm16246
102632145,Gm21804
102632146,Gm30296
102632148,Gm30298
102632151,Gm30301
102632152,Spata31e1
102632153,Gm30303
102632154,Gm26995
102632155,Gm24105
102632156,2610318M16Rik
102632158,Gm30305
102632159,Gm30306
102632160,Gm30307
102632161,Gm30308
102632162,Gm30309
102632163,Gm30310
102632164,Gm30311
102632165,Gm13388
102632166,Gm30312
102632167,Gm30313
102632168,Gm30314
102632169,Gm30315
102632170,Gm30316
102632171,Gm30317
102632172,Gm30318
102632173,Gm13775
102632174,Gm30319
102632176,Gm30320
102632177,Gm30321
102632178,Gm30322
102632179,Gm28347
102632180,Gm19755
102632184,Gm30325
102632185,Gm21808
102632187,Gm30327
102632188,Gm30328
102632189,Gm30329
102632190,Gm30330
102632191,Gm30331
102632192,Gm30332
102632193,Gm30333
102632194,Gm30334
102632195,Gm30335
102632197,Gm30337
102632198,Gm30338
102632199,Gm30339
102632200,Gm30340
102632201,Gm30341
102632202,Gm30342
102632204,Gm30344
102632205,Gm30345
102632206,Gm30346
102632207,Gm30347
102632210,Gm30350
102632211,Gm30351
102632212,Gm30352
102632213,Gm5548
102632214,Gm30353
102632215,Gm28295
102632216,Gm30354
102632217,Gm28697
102632218,Gm30355
102632222,Gm17182
102632224,Gm8062
102632225,Gm30360
102632227,Gm30362
102632228,Gm30363
102632229,Gm30364
102632230,Gm30365
102632231,Gm2245
102632232,Gm30366
102632233,Gm30367
102632234,Gm30368
102632236,Gm30369
102632237,Gm30370
102632238,Gm30371
102632240,Gm15555
102632241,Gm30373
102632242,Gm30374
102632244,Gm30375
102632246,Gm12354
102632247,Gm30377
102632248,Gm30378
102632249,Gm11466
102632251,Gm16143
102632253,Gm30381
102632256,Gm9119
102632257,Gm30384
102632261,Gm21803
102632262,Gm30388
102632263,Gm30389
102632265,Gm30391
102632266,Gm30392
102632268,Gm26974
102632270,Gm30395
102632272,Gm20717
102632273,Gm29506
102632274,Gm28818
102632275,Gm30396
102632276,Gm30397
102632279,Gm30398
102632280,Mup-ps17
102632283,Gm30399
102632284,Gm30400
102632285,Gm38443
102632286,Gm30401
102632287,Gm30402
102632289,Gm30403
102632290,Gm30404
102632291,Gm2568
102632292,1700127F24Rik
102632293,Gm30405
102632296,Gm30408
102632297,Gm30409
102632299,Gm30411
102632301,Gm30413
102632302,Hoxb3os
102632303,Gm30414
102632304,Gm30415
102632305,4930413E20Rik
102632307,Gm30416
102632308,Gm30417
102632310,Gm26626
102632311,Gm30419
102632312,Gm30420
102632313,Gm30421
102632315,Gm14232
102632317,Gm30422
102632318,Gm30423
102632319,Gm19314
102632321,Gm15883
102632323,Gm30426
102632324,Gm30427
102632325,4921509O09Rik
102632326,Gm21350
102632328,Gm30429
102632329,Gm28689
102632331,Gm30431
102632332,Gm16121
102632333,Gm30432
102632336,Gm30435
102632338,Gm30437
102632339,Gm30438
102632340,Gm30439
102632341,Gm30440
102632344,Gm28876
102632345,Gm30442
102632346,Gm29040
102632347,Gm30443
102632348,Gm30444
102632350,Gm30446
102632352,Gm28643
102632353,Gm30447
102632354,Gm30448
102632355,Gm30449
102632357,Gm12462
102632358,Gm30451
102632359,Gm30452
102632360,Gm14616
102632361,Gm30453
102632362,Gm30454
102632364,Gm30456
102632365,Gm30457
102632366,Gm30458
102632367,Gm9133
102632369,Gm30459
102632372,Gm30461
102632375,Gm30464
102632376,Gm30465
102632377,Gm30466
102632378,Gm30467
102632380,Gm30469
102632381,Gm30470
102632382,Gm7493
102632384,Gm30471
102632385,Gm30472
102632387,Gm30474
102632388,Gm38444
102632389,Gm24463
102632390,Gm30475
102632391,Gm30476
102632393,Gm30478
102632394,Gm26910
102632396,Gm30480
102632398,Gm30482
102632400,Gm26689
102632401,Gm30484
102632402,Gm38445
102632403,Rpl17-ps8
102632404,Gm15396
102632408,Gm30487
102632410,Gm29002
102632411,Gm30489
102632412,Gm30490
102632413,Gm30491
102632414,Gm30492
102632415,Gm30655
102632417,Gm30493
102632418,Gm30494
102632420,Gm16118
102632421,Gm30496
102632423,Gm30498
102632425,Gm30500
102632426,Gm30501
102632427,Gm30502
102632429,Gm30504
102632430,Gm30505
102632431,Gm30506
102632432,Gm30507
102632434,Gm30509
102632435,Gm30510
102632436,Gm11872
102632438,Gm13709
102632439,Snrpert
102632440,Gm30512
102632441,Gm30513
102632442,Gm12008
102632444,Gm30515
102632445,Gm30516
102632446,Gm30517
102632447,Gm28357
102632448,Gm30518
102632451,Gm30519
102632452,Gm30520
102632453,Gm29630
102632454,Gm30521
102632455,Gm30522
102632456,Gm30523
102632457,Gm30524
102632458,Gm30525
102632460,Gm30527
102632461,Gm30528
102632462,Gm30529
102632463,Prox1os
102632464,Gm30530
102632465,Gm13391
102632466,Gm26962
102632467,Gm30531
102632468,Gm30532
102632470,Gm30534
102632472,Gm30536
102632473,Gm30537
102632476,Gm19810
102632477,Gm30539
102632479,Gm30541
102632481,Gm30543
102632482,Gm30544
102632483,Gm17330
102632484,Gm26691
102632488,Gm29508
102632489,Gm30548
102632490,Gm30549
102632491,Gm30550
102632492,Gm30551
102632493,4930554P06Rik
102632494,Gm30552
102632495,Gm30553
102632496,Gm30554
102632498,Gm30556
102632499,Gm30557
102632501,Gm30559
102632502,Gm30560
102632503,Gm30561
102632504,Gm7445
102632505,Gm30562
102632506,Gm12591
102632507,Gm30563
102632508,Gm30564
102632509,Gm30565
102632511,Gm30567
102632512,Gm30568
102632513,Gm30569
102632514,Gm13479
102632515,Gm30570
102632516,Gm30571
102632517,Gm30572
102632520,Gm30575
102632522,Gm30577
102632523,Gm29354
102632525,Gm21842
102632527,Gm28554
102632530,Gm30581
102632531,Gm30582
102632532,Gm30583
102632533,Gm30584
102632534,Gm10447
102632535,Gm30586
102632536,Gm30587
102632538,C230034O21Rik
102632539,Astx1b
102632540,Gm30588
102632541,0610012D04Rik
102632542,Gm30589
102632544,Gm30590
102632545,Gm30591
102632547,Gm12984
102632548,Gm30593
102632550,Gm30595
102632553,Gm30598
102632554,Gm30599
102632555,Gm12873
102632556,Gm28185
102632557,Gm28840
102632558,Gm30600
102632559,Gm30601
102632560,Gm38446
102632561,Gm30602
102632562,Gm30603
102632563,Gm30604
102632566,Gm30605
102632568,Gm16116
102632570,Gm30608
102632571,Gm30609
102632572,Gm30610
102632573,Gm30611
102632574,Gm30612
102632577,Gm30615
102632579,Gm30617
102632580,Gm30618
102632581,Gm30619
102632582,Gm30620
102632584,Gm30622
102632586,Gm30624
102632587,Gm30625
102632589,Gm26232
102632590,Gm26851
102632592,Gm29000
102632594,A330001L22Rik
102632595,Gm30628
102632596,Gm30629
102632597,Gm28523
102632599,Gm6152
102632600,Gm30631
102632601,Gm30632
102632602,Gm16553
102632603,Gm30633
102632604,Gm30634
102632605,Gm30635
102632606,Gm30636
102632607,Gm30637
102632608,Gm30638
102632609,Gm30639
102632611,Gm11211
102632612,Gm30640
102632613,Gm14144
102632615,Gm30642
102632617,Gm30644
102632618,Gm30645
102632619,Gm30646
102632621,Gm30648
102632622,Gm8260
102632623,Gm30649
102632626,Gm30652
102632628,Gm30654
102632630,Gm30656
102632631,Gm30657
102632632,Gm30658
102632634,Gm30660
102632635,Gm26843
102632637,Gm30661
102632638,Gm26628
102632639,Gm30662
102632640,Gm30663
102632641,Gm30664
102632643,Gm30665
102632644,Gm30666
102632645,Gm30667
102632646,Gm30668
102632649,Gm30671
102632650,Gm30672
102632651,Gm30673
102632652,Gm30674
102632653,Gm30675
102632654,Gm16555
102632655,Gm30676
102632656,Gm30677
102632657,Gm12678
102632659,Gm30678
102632660,Gm30679
102632661,Gm38447
102632662,Gm30680
102632663,Gm30681
102632664,9430083M05Rik
102632665,Gm14344
102632666,Gm30682
102632668,Gm30684
102632669,Gm16206
102632671,Gm30686
102632672,Gm30687
102632673,Gm15245
102632675,Gm29215
102632676,Gm28738
102632677,Gm29545
102632679,Gm30688
102632680,Gm30689
102632681,Gm30690
102632682,Gm38448
102632683,Gm30691
102632684,Gm30692
102632685,Gm29155
102632686,Gm16351
102632687,Gm30693
102632688,Gm30694
102632689,Gm30695
102632690,Gm10646
102632691,Gm30696
102632692,Gm30697
102632693,Gm30698
102632694,Gm30699
102632697,Gm30700
102632698,Gm30701
102632699,Gm30702
102632700,Gm28881
102632703,Gm30704
102632704,Gm14877
102632705,Gm21854
102632706,Gm30705
102632707,Gm30706
102632708,Gm15523
102632709,Gm30707
102632711,Gm7284
102632712,Gm30709
102632714,Gm38449
102632716,Gm30712
102632717,Gm30713
102632718,Gm30714
102632720,Gm30716
102632721,Gm30717
102632722,Gm30718
102632723,Gm30719
102632724,Gm30720
102632726,Gm30722
102632727,Gm30723
102632728,Gm30724
102632730,Gm30726
102632732,Gm30728
102632733,Gm30729
102632734,Gm30730
102632736,Gm13964
102632737,Gm30732
102632738,Gm30733
102632739,Gm19774
102632740,Gm30734
102632741,Gm14342
102632742,Scgb2b4-ps
102632743,Gm30735
102632745,Gm30737
102632749,Gm21801
102632750,Gm28234
102632753,Gm29617
102632755,Gm30744
102632756,Gm30745
102632757,Gm30746
102632758,Gm30747
102632759,Gm30748
102632760,Gm30749
102632761,Gm20127
102632763,Gm30751
102632764,Gm30752
102632765,Gm30753
102632766,Gm30754
102632767,Gm30755
102632768,Gm30756
102632769,Gm30757
102632770,Gm19587
102632771,Gm30758
102632772,Gm30759
102632773,Gm30760
102632776,Gm30761
102632777,Gm30762
102632778,6530403G13Rik
102632779,Gm30763
102632780,Gm30764
102632781,Gm30765
102632783,Gm30767
102632785,Gm30769
102632786,Gm20492
102632787,Gm30770
102632788,Gm12040
102632789,Gm30771
102632790,Gm30772
102632793,Gm49316
102632794,Gm30774
102632795,Gm30775
102632797,Gm29249
102632798,Gm28446
102632800,Gm30778
102632801,Gm30779
102632803,Gm30781
102632804,Gm30782
102632805,Gm30783
102632806,Gm30784
102632807,Gm30785
102632808,Gm30786
102632809,Gm11205
102632810,Gm30787
102632811,Gm30788
102632812,Gm30789
102632813,Gm15486
102632814,Gm30790
102632815,Gm30791
102632816,Gm30792
102632818,Gm30794
102632819,Gm30795
102632820,Gm13707
102632821,Gm13778
102632822,Gm30796
102632823,Gm30797
102632824,Gm26820
102632825,Gm30798
102632826,Gm17577
102632827,Gm30799
102632829,Gm21256
102632831,Gm29590
102632832,Gm28440
102632833,Gm30802
102632834,Gm30803
102632835,Gm30804
102632836,Gm17147
102632837,Rnf212b
102632838,Gm30806
102632839,Gm30807
102632840,Gm30808
102632841,Gm30809
102632842,Gm12322
102632843,Gm27242
102632845,Gm30810
102632847,Gm30812
102632849,Gm30814
102632850,Gm30815
102632851,Gm30816
102632853,Gm30818
102632854,Gm17115
102632856,Gm30820
102632857,Gm14445
102632858,Gm30821
102632859,Gm30822
102632860,Gm30823
102632861,Gm30824
102632863,Gm30826
102632864,Gm29492
102632865,Gm30827
102632866,Gm30828
102632867,Gm30829
102632871,Gm30833
102632873,Gm30835
102632874,Gm30836
102632875,Gm30837
102632876,Lnclep
102632877,Gm30839
102632878,Gm30840
102632880,Gm30842
102632881,Gm30843
102632886,Gm30845
102632888,Gm30847
102632889,Astx4c
102632890,Gm13211
102632891,Gm30848
102632892,Gm30849
102632893,Gm14285
102632895,Gm30851
102632897,Gm30853
102632898,Gm16230
102632900,Gm30855
102632901,Gm10685
102632904,Gm30858
102632906,Gm30860
102632907,Gm12891
102632908,Gm30861
102632909,Gm28843
102632911,Gm30863
102632914,Gm30866
102632915,Gm30867
102632916,Gm30868
102632917,Gm30869
102632920,Gm30871
102632921,Gm30872
102632922,Gm30873
102632923,Gm30874
102632924,Gm30875
102632926,Gm30877
102632928,Gm17215
102632930,Gm30880
102632931,Gm57481
102632932,Gm30881
102632934,Gm30883
102632936,Gm30885
102632938,Gm15939
102632939,Gm30886
102632940,Gm11482
102632942,Gm30888
102632943,Gm30889
102632944,Gm30890
102632945,Gm30891
102632946,Gm30892
102632947,Gm15731
102632948,Gm30893
102632949,Gm30894
102632950,Gm30895
102632951,Gm30896
102632952,Gm8837
102632954,Gm30898
102632956,Gm12341
102632957,9130214F15Rik
102632958,Gm30900
102632959,Gm30901
102632960,Gm30902
102632961,Gm30903
102632962,Gm30904
102632963,Gm30905
102632964,Gm30906
102632965,Gm30907
102632966,Gm30908
102632967,Gm30909
102632968,Gm30910
102632969,Gm30911
102632970,Gm30912
102632971,Scgb2b8-ps
102632972,Gm30913
102632973,Gm30914
102632974,Gm30915
102632975,Gm30916
102632977,Gm28850
102632979,Gm29061
102632980,Lncbate6
102632985,Gm30922
102632986,Gm16035
102632988,Gm30924
102632989,Gm30925
102632990,A730098A19Rik
102632991,Gm30926
102632992,Gm30927
102632993,Gm30928
102632994,Gm11592
102632995,Gm30929
102632997,Gm29214
102632998,Gm30931
102632999,Gm30932
102633000,2310043M15Rik
102633001,Gm30933
102633002,Gm30934
102633003,Gm30935
102633004,Gm30936
102633006,Gm30938
102633007,Gm26564
102633008,Gm38450
102633009,Gm30939
102633010,Gm30940
102633011,Gm30941
102633012,Gm30942
102633013,Gm30943
102633014,Gm30944
102633016,Gm30946
102633017,Gm21744
102633020,Gm30948
102633021,Gm30949
102633022,Gm29320
102633023,Gm21759
102633024,Gm29559
102633025,Gm30950
102633026,Gm13717
102633029,Gm30953
102633030,Gm30954
102633032,1700064H15Rik
102633033,Gm30956
102633034,Gm30957
102633035,Gm28979
102633037,Gm30958
102633038,Gm30959
102633039,Gm30960
102633040,Gm30961
102633041,Gm30962
102633042,Gm30963
102633043,Gm30964
102633044,Gm14808
102633046,Gm30966
102633048,Gm30967
102633049,Gm30968
102633050,Gm6293
102633051,Gm30969
102633052,Gm30970
102633053,Gm30971
102633054,Gm45917
102633055,Gm30972
102633056,Gm30973
102633057,Gm30974
102633058,Gm30975
102633060,Gm30977
102633061,Gm30978
102633065,Gm13470
102633067,Gm30983
102633068,Gm30984
102633069,Gm30985
102633070,Gm30986
102633071,Gm14167
102633075,Gm30990
102633076,Gm5329
102633077,Gm30991
102633078,Gm30992
102633079,Gm30993
102633081,Gm12610
102633082,Gm30995
102633083,Gm30996
102633084,Gm21902
102633086,Gm8850
102633087,Gm30998
102633088,Gm30999
102633089,Setd9-ps
102633091,Gm31001
102633093,Gm31003
102633094,Gm31004
102633095,Gm31005
102633096,Gm31006
102633097,Gm31007
102633100,Pramel41
102633102,Gm31011
102633103,Gm31012
102633104,Gm31013
102633106,Gm31014
102633107,Gm31015
102633108,Gm31016
102633109,Gm11884
102633110,Gm31017
102633111,Gm31018
102633112,Gm31019
102633113,Gm31020
102633115,Gm31022
102633116,Gm31023
102633118,Gm31025
102633119,Gm31026
102633121,Gm31028
102633123,Gm28764
102633126,Gm31032
102633127,Gm28692
102633129,Gm31034
102633131,Gm31035
102633132,Gm31036
102633133,Gm31037
102633134,Gm31038
102633135,Gm31039
102633136,Gm31040
102633140,Gm31042
102633142,Gm31044
102633143,Gm31045
102633144,Gm31046
102633145,Gm31047
102633146,Gm31048
102633147,Gm31049
102633148,Gm31050
102633149,9430053O09Rik
102633151,M5C1000I18Rik
102633152,Gm28703
102633153,Gm31052
102633155,Gm31054
102633156,Gm4631
102633157,Gm31055
102633159,Gm31057
102633160,Gm31058
102633162,Gm31059
102633163,Gm31060
102633164,Gm31061
102633165,Gm38451
102633167,Gm31063
102633168,Gm28987
102633169,Gm31064
102633170,Gm31065
102633171,Gm31066
102633172,Gm31067
102633174,Gm31068
102633176,Gm4165
102633177,Gm31069
102633178,Gm31070
102633181,Gm31072
102633182,Gm31073
102633183,Gm12219
102633185,Gm31075
102633186,Gm31076
102633188,Gm31077
102633189,Gm31078
102633190,2410003I16Rik
102633192,Gm31080
102633194,Gm31082
102633195,Gm31083
102633197,Gm31085
102633198,Gm31086
102633199,Gm31087
102633200,Gm31088
102633202,Gm31089
102633203,Gm31090
102633204,Gm31091
102633205,Gm31092
102633208,Gm31095
102633209,Gm31096
102633210,Oaz2-ps
102633211,Gm31097
102633212,Gm28468
102633213,Gm20658
102633214,Gm12925
102633217,Gm29633
102633219,Gm31101
102633220,Gm31102
102633221,Gm31103
102633222,Gm31104
102633223,Gm31105
102633224,Gm31106
102633226,Gm31107
102633229,Gm31109
102633230,Gm11633
102633232,Gm15358
102633233,Gm31111
102633235,Gm31113
102633236,Gm13481
102633237,Gm31114
102633238,Gm29521
102633239,4930573G07Rik
102633240,Gm31115
102633241,Gm31116
102633242,Gm31117
102633243,Gm31118
102633244,Gm26710
102633245,Gm15723
102633246,Gm12087
102633247,Gm31119
102633248,Gm31120
102633249,Gm31121
102633250,Astx2
102633252,Gm31123
102633253,Gm21791
102633254,Gm20102
102633256,Gm21094
102633257,Gm31125
102633258,Gm31126
102633259,Gm16249
102633260,Gm31127
102633261,Gm31128
102633262,Gm31129
102633263,Gm31130
102633264,Gm31131
102633265,Gm31132
102633266,Gm9748
102633267,Gm31133
102633269,Gm10087
102633270,Gm31134
102633271,Gm31135
102633272,Gm31136
102633273,Gm31137
102633274,Gm2148
102633275,Gm31138
102633277,Gm38452
102633278,Gm31140
102633279,Gm31141
102633280,Gm31142
102633281,Gm31143
102633282,Gm31144
102633283,Gm31145
102633284,Gm13787
102633285,Gm31146
102633286,Gm31147
102633287,Gm31148
102633290,Gm31151
102633291,Gm31152
102633293,Gm31154
102633294,Gm31155
102633295,Gm15075
102633296,Gm31156
102633297,Gm31157
102633299,Gm28815
102633300,Gm31159
102633301,Gm31160
102633302,Gm31161
102633303,Gm31162
102633305,Gm31164
102633306,Gm31165
102633307,Gm31166
102633308,Gm5305
102633311,Gm31108
102633312,1700001J04Rik
102633313,Gm11533
102633315,Gm16159
102633316,Gm31171
102633317,Gm31172
102633320,Gm31175
102633321,4930448E22Rik
102633322,A730094K22Rik
102633324,Gm16142
102633325,Gm31177
102633326,Gm31178
102633327,Gm31179
102633329,Gm31180
102633330,Gm31181
102633331,Gm31182
102633332,Gm12013
102633333,Scgb2b13-ps
102633334,Gm31183
102633338,Gm31187
102633340,Gm31188
102633341,Gm31189
102633342,Gm31190
102633343,Gm31191
102633344,Gm31192
102633345,Gm9922
102633346,Gm31193
102633347,Gm53173
102633348,Gm31194
102633349,Gm31195
102633350,Gm31196
102633352,Gm31197
102633353,Gm31198
102633354,Gm31199
102633356,Gm31201
102633358,Gm31202
102633360,Gm31204
102633361,Gm31205
102633362,Gm31206
102633364,Gm31207
102633365,Gm31208
102633366,Gm12090
102633367,Gm31209
102633368,Gm31210
102633369,Gm31211
102633371,Gm14902
102633372,Gm31213
102633373,Gm31214
102633375,Gm28617
102633376,Gm12924
102633377,Gm21849
102633379,Gm29108
102633380,Gm31216
102633381,Gm31217
102633383,Gm31218
102633384,Gm31219
102633385,Gm31220
102633386,Gm31221
102633387,Gm31222
102633388,Gm31223
102633389,Gm31224
102633390,Gm31225
102633391,Gm31226
102633392,Gm31227
102633393,Gm31228
102633394,Gm31229
102633395,Gm31230
102633396,Gm31231
102633398,Gm31233
102633399,Gm31234
102633400,Gm20506
102633401,Gm31235
102633402,Gm31236
102633403,Gm31237
102633405,Gm31239
102633406,Gm31240
102633407,Gm26847
102633409,Gm31242
102633410,Gm31243
102633411,Gm31244
102633413,Gm29530
102633416,Gm31248
102633417,Gm31249
102633418,Gm31250
102633419,Gm31251
102633420,Gm12223
102633421,Gm31252
102633422,Gm31253
102633423,Gm31254
102633424,Gm31255
102633425,Gm5363
102633426,Gm31256
102633428,Gm31258
102633429,Gm31259
102633430,Gm31260
102633431,Gm31261
102633432,Gm31262
102633433,Gm29478
102633434,Gm31263
102633435,Gm26535
102633436,Gm11217
102633437,Chrna1os
102633438,Gm13974
102633439,Gm14154
102633440,Gm26763
102633441,Gm31265
102633442,Gm31266
102633443,Gm31267
102633444,Gm31268
102633445,Gm31269
102633448,Gm28127
102633449,Gm31271
102633451,Gm29110
102633452,Gm38453
102633453,Gm31273
102633454,Gm31274
102633455,Gm31275
102633457,Gm31276
102633458,Gm11100
102633459,Gm31277
102633460,Gm31278
102633461,Gm31279
102633463,Gm31281
102633464,Gm31282
102633465,Gm31283
102633466,Gm31284
102633467,Gm31285
102633468,Gm31286
102633470,Gm31287
102633471,Gm31288
102633472,LOC102633472
102633473,Gm31289
102633474,Gm31290
102633475,Gm31291
102633476,Gm31292
102633477,Gm27243
102633478,Gm16090
102633479,Gm31293
102633480,Gm31294
102633481,Gm31295
102633482,Gm31296
102633484,Gm31298
102633486,Gm31300
102633487,Gm31301
102633488,Gm31302
102633491,Gm31304
102633492,Gm31305
102633493,Gm9409
102633494,Gm31306
102633495,Gm31307
102633496,Gm31308
102633497,A730080H06Rik
102633498,Gm31309
102633500,Gm31311
102633501,Gm29382
102633503,Gm31313
102633504,Gm31314
102633507,Gm31317
102633508,Gm31318
102633509,Gm31319
102633510,Gm31320
102633511,Gm31321
102633512,Gm31322
102633513,Gm31323
102633515,Gm31324
102633516,Peak1os
102633517,Gm31325
102633518,Gm31326
102633520,Gm31328
102633521,Gm31329
102633522,Gm31330
102633523,Gm13771
102633524,Gm31331
102633525,Gm31332
102633526,Gm31333
102633528,Gm31335
102633529,Gm29333
102633530,Gm31336
102633531,Gm28814
102633532,Gm28609
102633533,Gm31337
102633537,Gm31340
102633538,Gm31341
102633539,Gm15661
102633540,Myhas
102633542,Gm11699
102633543,Gm31342
102633544,Gm31343
102633545,Gm31344
102633548,LOC102633548
102633549,Gm31347
102633550,Gm31348
102633551,Gm31349
102633553,Gm19598
102633554,Gm31351
102633555,Gm14051
102633556,Gm31352
102633557,Gm31353
102633559,Gm31355
102633560,Gm31356
102633562,Gm31358
102633563,Gm31359
102633564,Gm28919
102633566,Gm29321
102633570,Gm21752
102633571,Gm31363
102633572,Gm31364
102633573,Gm31365
102633575,Gm31367
102633576,4930412F09Rik
102633578,Gm31369
102633579,Gm31370
102633582,Gm31373
102633583,Gm31374
102633584,Gm13489
102633585,Gm31375
102633588,Gm15321
102633590,Gm31378
102633591,Gm31379
102633593,AA387200
102633596,Gm4247
102633597,Gm31383
102633598,Gm31384
102633599,Gm31385
102633600,Gm26633
102633601,Gm31386
102633603,Gm31388
102633606,Gm31390
102633607,Gm31391
102633608,Gm31392
102633609,Gm31393
102633610,Gm31394
102633611,Gm31395
102633615,Gm31399
102633616,Gm31400
102633617,Gm31401
102633618,Gm31402
102633620,Gm31404
102633621,Gm31405
102633622,Gm31406
102633623,Gm31407
102633624,Gm31408
102633625,Gm31409
102633626,Gm31410
102633627,Gm7809
102633630,Gm31413
102633631,Gm31414
102633632,Gm31415
102633633,Gm31416
102633634,Gm26876
102633635,Gm31417
102633636,Gm31418
102633638,Gm31419
102633639,Gm31420
102633640,Gm31421
102633641,Gm31422
102633642,Gm28337
102633643,4930552P06Rik
102633644,Gm28687
102633645,Gm28844
102633646,Gm31423
102633651,Gm14532
102633653,Gm31427
102633654,Gm31428
102633655,Gm20118
102633657,Gm31429
102633659,Gm31430
102633660,Gm31431
102633661,Gm31432
102633662,Gm31433
102633663,Gm31434
102633664,Gm31435
102633665,Gm31436
102633666,AV099323
102633667,Gm31437
102633668,Gm31438
102633669,Gm31439
102633671,Gm3828
102633673,Etaa1os
102633674,Gm31441
102633675,Gm31442
102633676,Gm31443
102633677,5330425B07Rik
102633678,Gm31444
102633680,Gm31446
102633681,Gm14991
102633682,Gm31447
102633683,Gm21853
102633684,Gm31448
102633685,Gm31449
102633686,Gm31450
102633687,Gm31451
102633688,Gm28441
102633689,Gm31452
102633690,Gm31453
102633692,Gm15395
102633693,Gm31455
102633694,Gm31456
102633695,Gm31457
102633697,Gm31458
102633698,Gm31459
102633699,Gm31460
102633700,Gm31461
102633701,Gm31462
102633702,Gm31463
102633703,Gm31464
102633704,Gm31465
102633705,C530043A13Rik
102633707,Gm31467
102633708,Gm31468
102633709,Gm31469
102633711,Gm15320
102633712,Gm31471
102633713,Gm31472
102633714,Gm31473
102633715,Gm31474
102633716,Gm31475
102633717,Gm31476
102633718,Gm31477
102633720,Gm29638
102633721,Gm31479
102633724,1700047F07Rik
102633725,Gm31482
102633726,Gm21906
102633727,Gm28225
102633728,Gm31483
102633729,Gm31484
102633730,Gm31485
102633732,Gm31486
102633733,Gm31487
102633735,Gm31489
102633737,Gm31490
102633738,Gm31491
102633739,Gm31492
102633740,Gm31493
102633741,Gm31494
102633742,Gm31495
102633743,Gm31496
102633744,Gm31497
102633747,Gm31499
102633748,Gm31500
102633749,Gm31501
102633750,Zfp1001
102633751,Gm31502
102633752,Gm31503
102633753,4930534H03Rik
102633754,Gm31504
102633755,Gm31505
102633758,Gm31508
102633760,Gm31510
102633761,Gm31511
102633762,Gm31512
102633763,Gm31513
102633764,Gm31514
102633765,Gm26606
102633766,Gm28365
102633768,Gm31515
102633769,Gm31516
102633770,Gm31517
102633771,Gm31518
102633772,Gm31519
102633773,Gm31520
102633774,Gm31521
102633775,Gm31522
102633776,Gm31523
102633779,Gm31525
102633780,Gm28321
102633781,Gm29183
102633782,Gm31526
102633783,LOC102633783
102633784,Gm7638
102633785,Gm31527
102633788,Gm31529
102633789,Gm31530
102633790,Gm31531
102633791,Gm31532
102633792,Gm31533
102633793,Gm31534
102633794,LOC102633794
102633795,Gm31535
102633796,Gm31536
102633797,Gm31537
102633798,Gm31538
102633799,Gm29087
102633800,Gm12770
102633801,Gm28130
102633802,Gm31539
102633805,Gm26688
102633807,Gm31542
102633808,Gm31543
102633809,Gm3785
102633810,Gm31544
102633811,Gm31545
102633812,Gm31546
102633813,Gm38454
102633814,Gm31547
102633815,Gm31548
102633817,Gm12230
102633818,Gm31550
102633819,Gm31551
102633820,Gm31552
102633821,Gm31553
102633822,Gm31554
102633823,Gm31555
102633824,Gm13261
102633825,Gm31556
102633826,Gm31557
102633827,Gm31558
102633828,Gm31559
102633829,Gm31560
102633831,Gm31562
102633832,Gm31563
102633833,Gm38455
102633834,Gm31564
102633835,Gm31565
102633836,Gm31566
102633837,Gm31567
102633838,Gm31568
102633839,Gm31569
102633842,Gm31571
102633843,Gm31572
102633845,Gm31573
102633849,Gm31577
102633851,Gm31579
102633854,Gm31581
102633855,Gm31582
102633856,Gm31583
102633859,Gm31584
102633860,Gm31585
102633861,Gm31586
102633862,Gm31587
102633863,Gm31588
102633865,Gm31590
102633867,Gm31592
102633868,Gm31593
102633869,LOC102633869
102633870,Gm31594
102633871,Gm31595
102633872,Gm26544
102633873,Gm31596
102633874,Gm31597
102633876,Gm29098
102633878,Gm31600
102633879,Gm31601
102633880,A730081D07Rik
102633882,Gm26761
102633885,Gm31603
102633888,Gm31606
102633889,Gm31607
102633890,Gm12152
102633891,Gm31608
102633892,Gm31609
102633893,Gm3196
102633894,Gm31610
102633895,Gm31611
102633896,Gm31612
102633898,Gm31613
102633899,Gm31614
102633900,Gm31615
102633901,Gm31616
102633902,Gm31617
102633903,Gm13785
102633904,Gm31618
102633905,Gm31619
102633906,Gm31620
102633908,Gm31621
102633911,Gm12022
102633913,Gm31623
102633914,Gm31624
102633917,Gm31626
102633918,Gm12916
102633919,Gm29248
102633922,Gm28420
102633923,Bmncr
102633924,Gm31630
102633925,Gm13782
102633926,Gm31631
102633927,Gm31632
102633928,Sox5os4
102633929,Gm31633
102633930,Gm19911
102633933,Gm31635
102633934,Gm31636
102633935,Gm31637
102633936,Gm31638
102633937,Gm31639
102633938,Gm38456
